CAR No,mileage,engine,max_power,seats,year,km_driven,fuel,seller_type,transmission,owner,Loan_Amount
166928,20.77 kmpl,1248 CC,88.76 bhp,7,2013,90000,Diesel,Individual,Manual,First Owner,650000
166929,19.09 kmpl,1396 CC,69 bhp,5,2009,70000,Diesel,Individual,Manual,First Owner,160000
166930,19.1 kmpl,1405 CC,70 bhp,5,2014,120000,Diesel,Individual,Manual,First Owner,250000
166931,25.44 kmpl,936 CC,57.6 bhp,5,2012,100000,Diesel,Individual,Manual,Third Owner,225000
166932,17.88 kmpl,1396 CC,52.8 bhp,5,2007,75958,Diesel,Individual,Manual,Second Owner,55000
166933,16.1 kmpl,796 CC,37 bhp,4,1996,70000,Petrol,Individual,Manual,Third Owner,42000
166934,,,,,2012,100000,Diesel,Individual,Manual,Second Owner,250000
166935,12.6 kmpl,1991 CC,112 bhp,7,2006,128000,Diesel,Individual,Manual,Fourth & Above Owner,282000
166936,16.8 kmpl,1405 CC,62 bhp,5,2007,110000,Diesel,Individual,Manual,Third Owner,80000
166937,20.85 kmpl,1197 CC,83.14 bhp,5,2016,40000,Petrol,Individual,Manual,First Owner,500000
166938,25.83 kmpl,1498 CC,99 bhp,5,2016,70000,Diesel,Individual,Manual,First Owner,500000
166939,22.9 kmpl,1248 CC,74 bhp,5,2011,60000,Diesel,Individual,Manual,First Owner,400000
166940,15.96 kmpl,2523 CC,62.1 bhp,7,2013,90000,Diesel,Individual,Manual,First Owner,550000
166941,13.93 kmpl,2179 CC,138.1 bhp,7,2007,70000,Diesel,Individual,Manual,Second Owner,200000
166942,20.36 kmpl,1197 CC,78.9 bhp,5,2012,65000,Petrol,Individual,Manual,First Owner,280000
166943,23.4 kmpl,1248 CC,74 bhp,5,2014,88000,Diesel,Individual,Manual,First Owner,580000
166944,18.8 kmpl,1248 CC,90 bhp,5,2009,80000,Diesel,Individual,Manual,Third Owner,100000
166945,14.0 kmpl,2523 CC,75 bhp,8,2014,60000,Diesel,Individual,Manual,First Owner,550000
166946,18.49 kmpl,1493 CC,100 bhp,7,2017,38000,Diesel,Individual,Manual,First Owner,700000
166947,15.0 kmpl,1368 CC,90 bhp,5,2010,80000,Petrol,Individual,Manual,Third Owner,150000
166948,21.1 kmpl,814 CC,55.2 bhp,5,2014,60000,Petrol,Individual,Manual,Second Owner,190000
166949,15.96 kmpl,2523 CC,62.1 bhp,7,2013,110000,Diesel,Individual,Manual,First Owner,500000
166950,25.2 kmpl,1248 CC,74 bhp,5,2017,110000,Diesel,Individual,Manual,First Owner,640000
166951,20.86 kmpl,1199 CC,75 bhp,5,2011,145000,Diesel,Individual,Manual,First Owner,340000
166952,22.54 kmpl,1396 CC,88.76 bhp,5,2019,43000,Diesel,Individual,Manual,First Owner,811000
166953,23.2 kmpl,1248 CC,73.94 bhp,5,2016,120000,Diesel,Individual,Manual,First Owner,409999
166954,16.1 kmpl,1298 CC,88.2 bhp,5,2007,136000,Petrol,Individual,Manual,Second Owner,220000
166955,17.88 kmpl,1405 CC,48.21 bhp,5,2013,120000,Diesel,Individual,Manual,Second Owner,170000
166956,18.6 kmpl,1197 CC,81.86 bhp,5,2018,25000,Petrol,Individual,Manual,First Owner,700000
166957,15.4 kmpl,2179 CC,120 bhp,7,2015,80000,Diesel,Individual,Manual,Second Owner,950000
166958,14.4 kmpl,1599 CC,94 bhp,5,2003,40000,Petrol,Individual,Manual,Second Owner,80000
166959,13.6 kmpl,1999 CC,177 bhp,5,2017,9000,Diesel,Dealer,Automatic,First Owner,2711000
166960,22.37 kmpl,2487 CC,214.56 bhp,5,2019,20000,Petrol,Dealer,Automatic,First Owner,5150000
166961,19.33 kmpl,1999 CC,177 bhp,5,2017,45000,Diesel,Dealer,Automatic,First Owner,3200000
166962,14.1 kmpl,2179 CC,147.94 bhp,7,2015,110000,Diesel,Individual,Manual,First Owner,503000
166963,18.0 kmpl,1969 CC,190 bhp,5,2019,20000,Diesel,Individual,Automatic,First Owner,3800000
166964,19.16 kmpl,2494 CC,157.7 bhp,5,2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,2000000
166965,21.79 kmpl,998 CC,67.05 bhp,5,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,225000
166966,27.39 kmpl,1248 CC,74 bhp,5,2018,38817,Diesel,Dealer,Manual,First Owner,740000
166967,18.2 kmpl,1199 CC,88.7 bhp,5,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,550000
166968,12.99 kmpl,2494 CC,100.6 bhp,7,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,750000
166969,22.0 kmpl,1197 CC,81.80 bhp,5,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,650000
166970,16.78 kmpl,1496 CC,88.73 bhp,5,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,625000
166971,22.0 kmpl,1197 CC,81.80 bhp,5,2018,69779,Petrol,Dealer,Automatic,First Owner,600000
166972,24.0 kmpl,1186 CC,73.97 bhp,5,2017,56290,Diesel,Dealer,Manual,First Owner,450000
166973,16.78 kmpl,1995 CC,190 bhp,5,2019,7500,Diesel,Dealer,Automatic,First Owner,5400000
166974,16.78 kmpl,1995 CC,190 bhp,5,2019,8500,Diesel,Dealer,Automatic,First Owner,5500000
166975,19.0 kmpl,1199 CC,88.76 bhp,5,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,779000
166976,14.3 kmpl,1598 CC,103.5 bhp,5,2016,11000,Petrol,Dealer,Automatic,First Owner,645000
166977,16.8 kmpl,1984 CC,150 bhp,5,2018,2000,Diesel,Dealer,Automatic,First Owner,2475000
166978,23.4 kmpl,1248 CC,74 bhp,5,2014,120000,Diesel,Individual,Manual,Second Owner,420000
166979,25.1 kmpl,1248 CC,88.5 bhp,5,2018,35000,Diesel,Individual,Manual,First Owner,899000
166980,19.83 kmpl,1198 CC,67 bhp,5,2019,35000,Petrol,Individual,Manual,First Owner,459999
166981,18.1 kmpl,1493 CC,110 bhp,5,2008,120000,Diesel,Individual,Manual,Second Owner,150000
166982,23.01 kmpl,999 CC,67 bhp,5,2017,25000,Petrol,Individual,Manual,First Owner,350000
166983,23.59 kmpl,1364 CC,67.05 bhp,5,2015,100000,Diesel,Individual,Manual,Second Owner,509999
166984,15.96 kmpl,2523 CC,62.1 bhp,9,2013,120000,Diesel,Individual,Manual,Third Owner,500000
166985,17.57 kmpl,1193 CC,88.7 bhp,5,2017,35000,Petrol,Individual,Manual,First Owner,370000
166986,20.92 kmpl,998 CC,67.1 bhp,5,2013,44000,Petrol,Individual,Manual,Second Owner,240000
166987,22.54 kmpl,1396 CC,88.73 bhp,5,2015,100000,Diesel,Individual,Manual,Second Owner,530000
166988,15.4 kmpl,2179 CC,120 bhp,7,2015,133000,Diesel,Individual,Manual,Second Owner,1000000
166989,13.68 kmpl,2393 CC,147.8 bhp,7,2018,35000,Diesel,Individual,Manual,Second Owner,1600000
166990,20.36 kmpl,1197 CC,78.9 bhp,5,2014,64000,Petrol,Individual,Manual,First Owner,350000
166991,16.0 kmpl,2179 CC,140 bhp,7,2015,70000,Diesel,Individual,Automatic,First Owner,1100000
166992,18.5 kmpl,1197 CC,80 bhp,5,2011,70000,Petrol,Individual,Manual,First Owner,220000
166993,18.9 kmpl,1197 CC,82 bhp,5,2015,100000,Petrol,Individual,Manual,First Owner,350000
166994,22.9 kmpl,1248 CC,74 bhp,5,2013,90000,Diesel,Individual,Manual,Second Owner,370000
166995,17.5 kmpl,1298 CC,85.8 bhp,5,2014,50000,Petrol,Individual,Manual,First Owner,220000
166996,22.1 kmpl,1248 CC,76.9 bhp,5,2013,80000,Diesel,Individual,Manual,First Owner,200000
166997,25.32 kmpl,1198 CC,77 bhp,6,2017,50000,Diesel,Individual,Manual,First Owner,400000
166998,14.6 kmpl,1368 CC,88.7 bhp,5,2009,55000,Petrol,Individual,Manual,First Owner,150000
166999,10.75 kmpl,2694 CC,163.7 bhp,8,2020,40000,Petrol,Individual,Automatic,First Owner,1500000
167000,14.0 kmpl,796 CC,35 bhp,5,2011,70000,Petrol,Individual,Manual,Second Owner,130000
167001,22.74 kmpl,796 CC,47.3 bhp,5,2013,80000,Petrol,Individual,Manual,Second Owner,185000
167002,0.0 kmpl,1086 CC,62.1 bhp,5,2010,80000,Petrol,Individual,Manual,Second Owner,110000
167003,15.96 kmpl,2523 CC,62.1 bhp,7,2012,120000,Diesel,Individual,Manual,First Owner,450000
167004,18.9 kmpl,1197 CC,81.86 bhp,5,2018,20000,Petrol,Individual,Manual,Second Owner,500000
167005,17.0 kmpl,1497 CC,121.36 bhp,5,2017,31596,Petrol,Dealer,Manual,First Owner,570000
167006,15.1 kmpl,2179 CC,140 bhp,7,2013,85710,Diesel,Dealer,Manual,First Owner,650000
167007,11.5 kmpl,2982 CC,171 bhp,7,2012,129627,Diesel,Dealer,Manual,First Owner,1680000
167008,22.7 kmpl,799 CC,53.64 bhp,5,2018,10000,Petrol,Individual,Manual,First Owner,250000
167009,20.36 kmpl,1197 CC,78.9 bhp,5,2014,15000,Petrol,Individual,Manual,First Owner,320000
167010,20.51 kmpl,998 CC,67 bhp,5,2017,35000,Petrol,Individual,Automatic,First Owner,440000
167011,18.5 kmpl,1197 CC,82.85 bhp,5,2013,49000,Petrol,Individual,Manual,Second Owner,315000
167012,,,,,2007,70000,Petrol,Individual,Manual,Third Owner,100000
167013,18.8 kmpl,1248 CC,90 bhp,5,2010,158000,Diesel,Individual,Manual,First Owner,202999
167014,21.1 kmpl,814 CC,55.2 bhp,5,2012,30000,Petrol,Individual,Manual,Second Owner,179000
167015,20.36 kmpl,1197 CC,78.9 bhp,5,2008,60000,Petrol,Individual,Manual,Second Owner,140000
167016,18.2 kmpl,1061 CC,64 bhp,5,2008,40000,Petrol,Individual,Manual,Second Owner,150000
167017,13.6 kmpl,2523 CC,63 bhp,7,2011,60000,Diesel,Individual,Manual,Second Owner,440000
167018,20.0 kmpl,1399 CC,68 bhp,5,2011,55130,Diesel,Dealer,Manual,Second Owner,250000
167019,20.51 kmpl,998 CC,67.04 bhp,5,2014,22000,Petrol,Individual,Manual,First Owner,330000
167020,15.6 kmpl,1196 CC,70 bhp,5,2010,48000,Petrol,Individual,Manual,First Owner,250000
167021,18.5 kmpl,1197 CC,82.85 bhp,5,2012,45000,Petrol,Individual,Manual,First Owner,335000
167022,16.0 kmpl,2179 CC,140 bhp,7,2016,22522,Diesel,Dealer,Manual,First Owner,1025000
167023,18.5 kmpl,1197 CC,80 bhp,5,2012,51856,Petrol,Dealer,Manual,Third Owner,320000
167024,20.73 kmpl,1373 CC,91.1 bhp,5,2015,29434,Petrol,Individual,Manual,First Owner,550000
167025,25.5 kmpl,1498 CC,98.6 bhp,5,2018,25000,Diesel,Individual,Manual,First Owner,800000
167026,23.84 kmpl,1199 CC,84 bhp,5,2017,28000,Petrol,Individual,Manual,Second Owner,380000
167027,20.46 kmpl,1461 CC,83.8 bhp,5,2013,44500,Diesel,Individual,Manual,Second Owner,400000
167028,20.51 kmpl,998 CC,67.04 bhp,5,2016,34500,Petrol,Individual,Manual,First Owner,375000
167029,18.0 kmpl,1497 CC,117.6 bhp,5,2017,20000,Petrol,Individual,Automatic,First Owner,1100000
167030,18.6 kmpl,1197 CC,81.83 bhp,5,2018,15000,Petrol,Individual,Manual,First Owner,650000
167031,19.34 kmpl,1198 CC,76 bhp,5,2014,26000,Petrol,Individual,Automatic,First Owner,361000
167032,21.1 kmpl,814 CC,55.2 bhp,5,2012,20000,Petrol,Individual,Manual,First Owner,140000
167033,20.14 kmpl,1197 CC,81.86 bhp,5,2019,3000,Petrol,Individual,Manual,First Owner,550000
167034,19.5 kmpl,1199 CC,88.76 bhp,5,2019,20000,Petrol,Individual,Manual,First Owner,670000
167035,24.3 kmpl,1248 CC,88.5 bhp,5,2017,25000,Diesel,Individual,Manual,First Owner,880000
167036,23.0 kmpl,1498 CC,98.96 bhp,5,2018,35000,Diesel,Individual,Manual,First Owner,950000
167037,18.3 kmpl,1991 CC,147.9 bhp,5,2010,60000,Diesel,Individual,Manual,First Owner,300000
167038,18.0 kmpl,1497 CC,117.6 bhp,5,2017,6825,Petrol,Individual,Automatic,First Owner,1150000
167039,14.81 kmpl,1998 CC,163.7 bhp,5,2015,155000,Diesel,Individual,Automatic,First Owner,450000
167040,21.94 km/kg,1196 CC,61.7 bhp,5,2018,50000,CNG,Individual,Manual,First Owner,375000
167041,17.5 kmpl,1373 CC,91.1 bhp,7,2016,13500,Petrol,Individual,Manual,First Owner,600000
167042,12.8 kmpl,2494 CC,102 bhp,8,2008,260000,Diesel,Individual,Manual,First Owner,700000
167043,25.4 kmpl,1186 CC,73.97 bhp,5,2018,65000,Diesel,Individual,Manual,First Owner,600000
167044,14.02 kmpl,2179 CC,118.3 bhp,8,2014,95000,Diesel,Individual,Manual,Second Owner,630000
167045,20.73 kmpl,1373 CC,91.1 bhp,5,2016,40000,Petrol,Individual,Manual,Second Owner,590000
167046,20.3 kmpl,1086 CC,68 bhp,5,2019,30000,Petrol,Individual,Manual,First Owner,420000
167047,13.5 kmpl,2477 CC,175.56 bhp,7,2016,120000,Diesel,Individual,Manual,First Owner,1950000
167048,13.93 kmpl,2179 CC,138.1 bhp,7,2013,112011,Diesel,Individual,Manual,First Owner,541000
167049,12.99 kmpl,2494 CC,100.6 bhp,7,2015,125000,Diesel,Individual,Manual,First Owner,900000
167050,12.99 kmpl,2494 CC,100.6 bhp,7,2015,125000,Diesel,Individual,Manual,First Owner,900000
167051,18.8 kmpl,1248 CC,90 bhp,5,2009,43000,Diesel,Individual,Manual,First Owner,250000
167052,15.96 kmpl,2523 CC,62.1 bhp,7,2019,53534,Diesel,Individual,Manual,First Owner,670000
167053,20.3 kmpl,1199 CC,83.81 bhp,5,2019,20000,Petrol,Individual,Manual,First Owner,530000
167054,25.44 kmpl,936 CC,57.6 bhp,5,2012,70000,Diesel,Individual,Manual,Second Owner,150000
167055,15.1 kmpl,2179 CC,140 bhp,7,2013,70000,Diesel,Individual,Manual,Third Owner,550000
167056,15.4 kmpl,1997 CC,120 bhp,7,2015,150000,Diesel,Individual,Manual,First Owner,650000
167057,19.4 kmpl,1405 CC,70 bhp,5,2012,100000,Diesel,Individual,Manual,Second Owner,180000
167058,16.55 kmpl,2498 CC,105 bhp,7,2015,50000,Diesel,Individual,Manual,First Owner,585000
167059,18.5 kmpl,1197 CC,82.85 bhp,5,2013,120000,Petrol,Individual,Manual,Second Owner,345000
167060,22.9 kmpl,1248 CC,74 bhp,5,2013,110000,Diesel,Individual,Manual,Third Owner,350000
167061,15.4 kmpl,1497 CC,117.3 bhp,7,2016,140000,Petrol,Individual,Manual,First Owner,725000
167062,15.42 kmpl,1405 CC,70 bhp,7,2012,120000,Diesel,Individual,Manual,First Owner,250000
167063,16.1 kmpl,796 CC,37 bhp,4,2002,70000,Petrol,Individual,Manual,Second Owner,45000
167064,12.8 kmpl,2494 CC,102 bhp,8,2007,248119,Diesel,Individual,Manual,Fourth & Above Owner,409999
167065,23.01 kmpl,999 CC,67 bhp,5,2017,16500,Petrol,Individual,Manual,Second Owner,325000
167066,23.95 kmpl,998 CC,67.05 bhp,5,2016,9900,Petrol,Individual,Manual,First Owner,350000
167067,19.7 kmpl,796 CC,46.3 bhp,5,2012,80000,Petrol,Individual,Manual,Third Owner,180000
167068,16.0 kmpl,1368 CC,90 bhp,5,2010,100000,Petrol,Individual,Manual,Second Owner,150000
167069,23.26 kmpl,1197 CC,88.50 bhp,5,2020,20000,Petrol,Individual,Manual,First Owner,700000
167070,28.09 kmpl,1248 CC,88.5 bhp,5,2016,90000,Diesel,Individual,Manual,First Owner,795000
167071,16.55 kmpl,2498 CC,105 bhp,6,2019,15000,Diesel,Individual,Manual,First Owner,950000
167072,21.5 kmpl,1498 CC,108.5 bhp,5,2018,75000,Diesel,Individual,Automatic,First Owner,885000
167073,21.1 kmpl,1248 CC,73.9 bhp,5,2011,140000,Diesel,Individual,Manual,First Owner,160000
167074,23.0 kmpl,1396 CC,90 bhp,5,2012,120000,Diesel,Individual,Manual,Second Owner,300000
167075,21.5 kmpl,1498 CC,108.5 bhp,5,2018,75000,Diesel,Individual,Automatic,First Owner,950000
167076,20.77 kmpl,1248 CC,88.76 bhp,7,2015,90000,Diesel,Individual,Manual,First Owner,549000
167077,20.38 kmpl,1968 CC,143 bhp,5,2018,20000,Diesel,Individual,Automatic,First Owner,3000000
167078,12.99 kmpl,2494 CC,100.6 bhp,7,2015,61000,Diesel,Individual,Manual,First Owner,1200000
167079,21.8 kmpl,1461 CC,78 bhp,5,2012,100000,Diesel,Individual,Manual,Second Owner,570000
167080,16.55 kmpl,2498 CC,105 bhp,6,2017,60000,Diesel,Individual,Manual,Second Owner,800000
167081,18.1 kmpl,1493 CC,110 bhp,5,2009,100000,Diesel,Individual,Manual,First Owner,375000
167082,13.6 kmpl,2523 CC,63 bhp,7,2009,170000,Diesel,Individual,Manual,Third Owner,300000
167083,16.78 kmpl,1496 CC,88.73 bhp,5,2013,100000,Petrol,Individual,Manual,Second Owner,350000
167084,13.6 kmpl,2523 CC,63 bhp,7,2011,120000,Diesel,Individual,Manual,Second Owner,400000
167085,20.14 kmpl,1498 CC,88.8 bhp,5,2015,50000,Diesel,Individual,Manual,First Owner,434999
167086,,,,,2012,120000,Petrol,Individual,Manual,Second Owner,200000
167087,22.74 kmpl,796 CC,47.3 bhp,5,2015,25000,Petrol,Individual,Manual,First Owner,260000
167088,22.9 kmpl,1248 CC,74 bhp,5,2013,24019,Diesel,Individual,Manual,First Owner,450000
167089,22.32 kmpl,1582 CC,126.32 bhp,5,2013,80000,Diesel,Individual,Manual,Second Owner,459999
167090,21.1 kmpl,1248 CC,73.9 bhp,5,2011,100000,Diesel,Individual,Manual,Second Owner,210000
167091,20.85 kmpl,1197 CC,83.14 bhp,5,2015,93000,Petrol,Individual,Manual,Second Owner,540000
167092,24.52 kmpl,1248 CC,88.5 bhp,7,2017,50000,Diesel,Individual,Manual,First Owner,710000
167093,24.7 kmpl,796 CC,47.3 bhp,5,2018,22000,Petrol,Individual,Manual,First Owner,285000
167094,22.1 kmpl,1396 CC,88.7 bhp,5,2019,19600,Diesel,Individual,Manual,First Owner,990000
167095,15.64 kmpl,1193 CC,64.1 bhp,5,2017,104000,Petrol,Individual,Manual,First Owner,362000
167096,23.0 kmpl,1498 CC,98.96 bhp,5,2017,33000,Diesel,Individual,Manual,First Owner,880000
167097,18.49 kmpl,1493 CC,100 bhp,7,2017,60000,Diesel,Individual,Manual,First Owner,700000
167098,15.96 kmpl,2523 CC,63 bhp,9,2016,60000,Diesel,Individual,Manual,First Owner,600000
167099,13.24 kmpl,1598 CC,102.5 bhp,5,2015,40000,Petrol,Individual,Manual,First Owner,700000
167100,27.28 kmpl,1047 CC,69 bhp,5,2016,60000,Diesel,Individual,Manual,First Owner,400000
167101,13.2 km/kg,1495 CC,93.7 bhp,5,2010,80000,LPG,Individual,Manual,First Owner,165000
167102,12.8 kmpl,2494 CC,102 bhp,8,2007,376412,Diesel,Individual,Manual,Second Owner,350000
167103,16.02 kmpl,1373 CC,93.7 bhp,7,2014,80000,Petrol,Individual,Manual,Third Owner,425000
167104,17.92 kmpl,1086 CC,62.1 bhp,5,2012,70000,Petrol,Individual,Manual,First Owner,180000
167105,20.92 kmpl,998 CC,67.1 bhp,5,2012,90000,Petrol,Individual,Manual,Third Owner,170000
167106,15.96 kmpl,2523 CC,63 bhp,9,2014,183000,Diesel,Individual,Manual,First Owner,370000
167107,24.3 kmpl,1248 CC,88.5 bhp,5,2018,27000,Diesel,Individual,Manual,First Owner,800000
167108,23.0 kmpl,1498 CC,98.96 bhp,5,2017,35000,Diesel,Individual,Manual,First Owner,900000
167109,22.9 kmpl,1248 CC,74 bhp,5,2013,120000,Diesel,Individual,Manual,First Owner,390000
167110,23.4 kmpl,1248 CC,74 bhp,5,2014,80000,Diesel,Individual,Manual,Second Owner,445000
167111,23.4 kmpl,1248 CC,74 bhp,5,2014,70000,Diesel,Individual,Manual,Fourth & Above Owner,459999
167112,14.4 km/kg,998 CC,61.7 bhp,5,2013,55000,LPG,Individual,Manual,First Owner,275000
167113,21.1 kmpl,1248 CC,73.9 bhp,5,2009,120000,Diesel,Individual,Manual,Second Owner,200000
167114,17.5 kmpl,1197 CC,85.8 bhp,5,2012,72000,Petrol,Individual,Manual,Second Owner,350000
167115,12.0 kmpl,2092 CC,127 bhp,7,2007,120000,Diesel,Individual,Manual,Second Owner,95000
167116,23.59 kmpl,1364 CC,67.04 bhp,5,2014,250000,Diesel,Individual,Manual,First Owner,550000
167117,13.58 kmpl,2499 CC,72.4 bhp,9,2016,100000,Diesel,Individual,Manual,First Owner,900000
167118,15.3 kmpl,2956 CC,83.83 bhp,7,2013,120000,Diesel,Individual,Manual,Second Owner,350000
167119,19.34 kmpl,1198 CC,76 bhp,5,2015,50000,Petrol,Individual,Automatic,First Owner,325000
167120,18.9 kmpl,1197 CC,82 bhp,5,2014,32000,Petrol,Individual,Manual,First Owner,455999
167121,19.7 kmpl,796 CC,46.3 bhp,5,2008,60000,Petrol,Individual,Manual,First Owner,129000
167122,24.7 kmpl,796 CC,47.3 bhp,5,2017,40000,Petrol,Individual,Manual,First Owner,254000
167123,21.7 kmpl,1498 CC,98.96 bhp,5,2014,48000,Diesel,Individual,Manual,First Owner,570000
167124,19.87 kmpl,1461 CC,83.14 bhp,5,2018,30000,Diesel,Individual,Manual,First Owner,840000
167125,13.93 kmpl,2179 CC,138.1 bhp,7,2010,100000,Diesel,Individual,Manual,Second Owner,235000
167126,18.49 kmpl,1493 CC,100 bhp,7,2016,50000,Diesel,Individual,Manual,First Owner,700000
167127,,,,,2010,40000,Petrol,Individual,Manual,Second Owner,140000
167128,18.9 kmpl,1197 CC,81.86 bhp,5,2018,5000,Petrol,Individual,Manual,First Owner,528000
167129,17.1 kmpl,1956 CC,170 bhp,5,2017,12000,Diesel,Individual,Manual,First Owner,1500000
167130,15.96 kmpl,2523 CC,63 bhp,9,2016,72000,Diesel,Individual,Manual,First Owner,560000
167131,15.96 kmpl,2523 CC,63 bhp,9,2016,70000,Diesel,Individual,Manual,First Owner,600000
167132,15.26 kmpl,1150 CC,74.9 bhp,5,2007,50000,Petrol,Individual,Manual,Second Owner,102000
167133,15.1 kmpl,2179 CC,140 bhp,7,2014,70000,Diesel,Individual,Manual,Second Owner,750000
167134,14.7 kmpl,1150 CC,76 bhp,5,2010,70000,Petrol,Individual,Manual,Third Owner,148000
167135,21.4 kmpl,1197 CC,83.1 bhp,5,2015,50000,Petrol,Individual,Manual,First Owner,650000
167136,16.47 kmpl,1198 CC,73.9 bhp,5,2012,40000,Petrol,Individual,Manual,First Owner,310000
167137,19.1 kmpl,1197 CC,82 bhp,5,2014,30000,Petrol,Individual,Manual,First Owner,480000
167138,24.7 kmpl,796 CC,47.3 bhp,5,2018,15000,Petrol,Individual,Manual,First Owner,320000
167139,17.4 kmpl,1497 CC,117.3 bhp,5,2015,40000,Petrol,Individual,Manual,First Owner,750000
167140,19.49 kmpl,1198 CC,67.04 bhp,5,2017,40000,Petrol,Individual,Manual,First Owner,370000
167141,18.6 kmpl,1197 CC,85.8 bhp,5,2013,60000,Petrol,Individual,Manual,Fourth & Above Owner,320000
167142,18.6 kmpl,1197 CC,85.8 bhp,5,2013,67000,Petrol,Individual,Manual,First Owner,420000
167143,17.5 kmpl,1298 CC,85.8 bhp,5,2010,60000,Petrol,Individual,Manual,Second Owner,240000
167144,22.5 kmpl,999 CC,67 bhp,5,2017,60000,Petrol,Individual,Manual,First Owner,220000
167145,23.84 kmpl,1199 CC,84 bhp,5,2016,30000,Petrol,Individual,Manual,First Owner,350000
167146,25.8 kmpl,1498 CC,98.6 bhp,5,2018,40000,Diesel,Individual,Manual,First Owner,675000
167147,18.16 kmpl,1197 CC,78.8 bhp,5,2016,50000,Petrol,Individual,Manual,Second Owner,434999
167148,13.1 kmpl,1997 CC,141.1 bhp,5,2006,200000,Petrol,Individual,Automatic,Third Owner,125000
167149,18.15 kmpl,1198 CC,82 bhp,6,2016,14000,Petrol,Individual,Manual,Second Owner,400000
167150,13.58 kmpl,2499 CC,72.4 bhp,9,2015,70000,Diesel,Individual,Manual,First Owner,425000
167151,21.1 kmpl,1248 CC,75 bhp,5,2010,94000,Diesel,Individual,Manual,Second Owner,311000
167152,13.58 kmpl,2499 CC,72.4 bhp,10,2015,197000,Diesel,Individual,Manual,First Owner,509999
167153,25.83 kmpl,1498 CC,99 bhp,5,2015,79000,Diesel,Individual,Manual,Second Owner,530000
167154,18.7 kmpl,1896 CC,66 bhp,5,2008,120000,Diesel,Individual,Manual,Second Owner,210000
167155,17.3 kmpl,1497 CC,121 bhp,8,2019,30000,Diesel,Individual,Manual,First Owner,977000
167156,20.51 kmpl,998 CC,67.04 bhp,5,2018,20000,Petrol,Individual,Manual,First Owner,440000
167157,20.51 kmpl,998 CC,67.04 bhp,5,2018,17000,Petrol,Individual,Manual,First Owner,440000
167158,18.6 kmpl,1197 CC,81.83 bhp,5,2018,20000,Petrol,Individual,Manual,First Owner,655000
167159,25.17 kmpl,799 CC,53.3 bhp,5,2016,60000,Petrol,Individual,Manual,First Owner,295000
167160,18.6 kmpl,1197 CC,81.83 bhp,5,2018,20000,Petrol,Individual,Manual,First Owner,655000
167161,15.0 kmpl,1086 CC,66.6 bhp,5,2007,70000,Petrol,Individual,Manual,Third Owner,65000
167162,17.6 kmpl,2179 CC,153.86 bhp,7,2017,150000,Diesel,Individual,Manual,First Owner,1200000
167163,17.6 kmpl,2179 CC,153.86 bhp,7,2017,35000,Diesel,Individual,Manual,First Owner,1251000
167164,23.03 kmpl,1396 CC,69 bhp,5,2010,60000,Diesel,Individual,Manual,First Owner,200000
167165,21.19 kmpl,1396 CC,88.73 bhp,5,2016,40000,Diesel,Individual,Manual,First Owner,750000
167166,26.6 km/kg,998 CC,58.16 bhp,5,2018,60000,CNG,Individual,Manual,First Owner,400000
167167,17.8 kmpl,1198 CC,86.7 bhp,5,2017,57000,Petrol,Individual,Manual,First Owner,475000
167168,17.8 kmpl,1405 CC,70 bhp,5,2012,120000,Diesel,Individual,Manual,Second Owner,110000
167169,23.01 kmpl,999 CC,67 bhp,5,2017,30000,Petrol,Individual,Manual,First Owner,350000
167170,23.4 kmpl,1248 CC,74 bhp,5,2016,175000,Diesel,Individual,Manual,First Owner,450000
167171,17.0 kmpl,1405 CC,70 bhp,5,2010,90000,Diesel,Individual,Manual,First Owner,150000
167172,17.2 kmpl,1396 CC,53.5 bhp,5,2009,110000,Diesel,Individual,Manual,Second Owner,80000
167173,18.6 kmpl,1197 CC,81.83 bhp,5,2015,35000,Petrol,Individual,Manual,Second Owner,430000
167174,13.68 kmpl,2393 CC,147.8 bhp,7,2017,81000,Diesel,Individual,Manual,First Owner,1450000
167175,18.3 kmpl,1991 CC,147.9 bhp,5,2011,100000,Diesel,Individual,Manual,First Owner,360000
167176,17.6 kmpl,2179 CC,153.86 bhp,7,2017,60000,Diesel,Individual,Automatic,First Owner,1445000
167177,26.0 kmpl,1498 CC,98.6 bhp,5,2016,60000,Diesel,Individual,Manual,First Owner,670000
167178,13.7 kmpl,1991 CC,183 bhp,5,2016,70000,Petrol,Individual,Automatic,First Owner,2000000
167179,,,,,2010,83000,Petrol,Individual,Manual,Second Owner,175000
167180,25.8 kmpl,1498 CC,98.6 bhp,5,2015,50000,Diesel,Individual,Manual,First Owner,440000
167181,23.0 kmpl,1396 CC,90 bhp,5,2012,90000,Diesel,Individual,Manual,First Owner,254999
167182,19.02 kmpl,1198 CC,67.05 bhp,7,2018,65000,Petrol,Individual,Manual,First Owner,530000
